Gene	Ensembl	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RP11-762E8.1	ENSG00000271892	0.0314599476	-0.4015420771	2.0514045085	-0.1957400773	0.844813614	NA
RP11-679B17.2	ENSG00000271895	1.0908287683	-2.8581796792	2.0209074556	-1.4143050793	0.1572723463	NA
RP11-1113L8.7	ENSG00000271899	0.0157299738	0.0074412811	2.0590289788	0.0036139759	0.9971164707	NA
RP11-269G24.8	ENSG00000271918	0.7957981569	2.4066538555	1.9247531639	1.2503701257	0.2111643724	NA
CTD-2376I4.1	ENSG00000271924	0	0	0	0	1	NA
OR2AS2P	ENSG00000271933	0.6969976691	-1.7193837175	1.8752010494	-0.9169063328	0.3591917252	NA
RP11-424N24.2	ENSG00000271936	0.3092685011	-1.2826616497	2.0126060756	-0.6373138118	0.5239204561	NA
RP11-589C21.6	ENSG00000271937	0.1642318748	1.9924589033	2.0347817495	0.9792003019	0.3274810195	NA
RP11-222K16.1	ENSG00000271941	0.0629198953	-0.876761359	2.0428187442	-0.4291919494	0.6677835413	NA
RP11-444A22.1	ENSG00000271952	0	0	0	0	1	NA
RP11-7F18.2	ENSG00000271964	0	0	0	0	1	NA
RP11-134K13.4	ENSG00000271966	0.1015135989	2.4767897423	2.0481089213	1.2093056753	0.2265454313	NA
RP3-337H4.10	ENSG00000271969	0	0	0	0	1	NA
CTD-2006H14.2	ENSG00000271970	0.1023547751	-1.2238813679	2.037911004	-0.6005568278	0.5481352001	NA
RP11-572O6.1	ENSG00000271971	0.0874678459	2.3606320297	2.0493146614	1.1519129171	0.2493568597	NA
RP11-927P21.12	ENSG00000271973	0	0	0	0	1	NA
AC226119.4	ENSG00000271976	0.0314599476	-0.4015420771	2.0514045085	-0.1957400773	0.844813614	NA
RP11-428J1.4	ENSG00000271977	0.0274678106	-0.3020971076	2.0532550915	-0.1471308211	0.8830287629	NA
CTD-2256P15.4	ENSG00000271978	0.3584642794	-2.1112937181	2.0280143148	-1.0410645047	0.2978456119	NA
RP11-573G6.8	ENSG00000271980	0.0307164891	1.0960533307	2.053902139	0.5336443786	0.5935875982	NA
RP3-337O18.9	ENSG00000271983	0	0	0	0	1	NA
RP11-589B3.7	ENSG00000271984	1.0089067887	3.0704807381	1.9724480682	1.5566852114	0.1195452415	NA
RP4-736L20.3	ENSG00000271986	0	0	0	0	1	NA
RP11-79O8.1	ENSG00000271989	0.0249164651	-0.2628705393	2.0540080588	-0.1279793125	0.8981653446	NA
RP11-285J16.1	ENSG00000271992	0.0897225099	1.6376388699	2.0445429673	0.8009804128	0.4231429854	NA
RP11-393I2.4	ENSG00000272006	0.1563399705	-0.0809776424	2.0265247124	-0.0399588724	0.9681259151	NA
RP1-313I6.12	ENSG00000272008	0	0	0	0	1	NA
SNORA62	ENSG00000272010	0	0	0	0	1	NA
RNU1-30P	ENSG00000272017	0.8154930796	-1.483948159	1.8886641748	-0.7857130869	0.4320355945	NA
CTC-350I8.1	ENSG00000272021	0	0	0	0	1	NA
RP11-546K22.3	ENSG00000272023	0.0872096268	-0.0884462276	2.0345380216	-0.0434723886	0.9653249744	NA
RP1-178F15.4	ENSG00000272028	0	0	0	0	1	NA
ANKRD34A	ENSG00000272030	0.7812477606	0.9634370615	1.892175208	0.5091690545	0.610633732	NA
RP11-52A20.2	ENSG00000272031	0.1368286322	-1.4358070419	2.0353307358	-0.705441635	0.4805354415	NA
SNORD14A	ENSG00000272033	0.3118994324	-1.7498322193	2.026841003	-0.8633297909	0.3879561692	NA
CTC-366B18.4	ENSG00000272037	0	0	0	0	1	NA
RP11-471M2.3	ENSG00000272043	0	0	0	0	1	NA
RNU6-6P	ENSG00000272054	0.0629198953	-0.876761359	2.0428187442	-0.4291919494	0.6677835413	NA
RP11-503P10.1	ENSG00000272055	0.0316855387	0.2678623705	2.0511250736	0.1305928994	0.8960973601	NA
RP11-332J15.4	ENSG00000272070	0.0134244678	0.2228033919	2.0621163413	0.1080459853	0.9139592147	NA
MIR502	ENSG00000272079	0.3156565465	-0.3089992463	1.8365816375	-0.1682469431	0.866389012	NA
RP5-1126H10.2	ENSG00000272081	0.0186099591	-0.0638849601	2.0579015289	-0.0310437401	0.9752346569	NA
RP11-542A14.2	ENSG00000272084	0	0	0	0	1	NA
RP11-379F4.7	ENSG00000272086	0.3049485944	-2.0004213218	2.0291617774	-0.9858362916	0.3242134537	NA
RP11-168F9.2	ENSG00000272087	0	0	0	0	1	NA
RP11-350N15.5	ENSG00000272088	0.0864905361	-1.0874088206	2.0396917155	-0.5331241051	0.5939476738	NA
RP4-665J23.4	ENSG00000272092	0.5354596037	-2.387933149	2.0252218841	-1.1790970499	0.2383595332	NA
RN7SL715P	ENSG00000272094	0.109663752	0.045400754	2.0316181213	0.0223470905	0.9821710855	NA
RP11-155O18.6	ENSG00000272097	0	0	0	0	1	NA
AC005754.8	ENSG00000272106	0.4734738414	0.1811375469	2.0162111801	0.0898405627	0.9284139141	NA
RP4-555D20.4	ENSG00000272115	1.2649332002	1.1262206084	1.8917978633	0.5953176236	0.5516311777	NA
KB-1836B5.4	ENSG00000272123	0	0	0	0	1	NA
RP11-250B2.6	ENSG00000272128	0.0471899215	-0.6739979704	2.0463056788	-0.3293730635	0.7418737251	NA
CTD-2544H17.2	ENSG00000272138	0	0	0	0	1	NA
RP11-465B22.8	ENSG00000272140	0.4623442779	-1.3218035011	1.8813370557	-0.7025872887	0.4823129864	NA
CTD-2035E11.5	ENSG00000272143	0	0	0	0	1	NA
NFYC-AS1	ENSG00000272144	0	0	0	0	1	NA
ARF4-AS1	ENSG00000272145	1.2328311742	0.2262782562	2.0104626715	0.1125503395	0.9103870581	NA
RP11-195B17.1	ENSG00000272146	0.0088194898	0.2497490493	2.0624917369	0.1210909333	0.9036190105	NA
RP11-627J17.1	ENSG00000272148	0.8194191338	3.8841096334	2.033243866	1.9103019064	0.0560943525	NA
AC005754.7	ENSG00000272153	0.310439997	-0.7319644821	2.0209801678	-0.3621829119	0.7172153483	NA
RP11-477N3.1	ENSG00000272155	0.0157299738	0.0074412811	2.0590289788	0.0036139759	0.9971164707	NA
RNU4-5P	ENSG00000272159	0.0873958085	1.0513749418	2.0372856066	0.5160665438	0.6058079338	NA
RP11-637O19.3	ENSG00000272161	0	0	0	0	1	NA
RP4-657D16.6	ENSG00000272173	0.0948610833	-0.8171870407	2.0363317129	-0.4013034986	0.6881966881	NA
RP11-245J9.6	ENSG00000272180	0.0275097932	0.9897626177	2.054562911	0.4817387739	0.6299915281	NA
RP11-110I1.13	ENSG00000272183	0.1302697137	-1.399857676	2.0357617394	-0.6876333556	0.4916836977	NA
RP3-325F22.5	ENSG00000272186	0.0295201601	0.9720851572	2.0540703931	0.47324822	0.6360360993	NA
CTD-2532N20.1	ENSG00000272189	0	0	0	0	1	NA
HIST2H2AA4	ENSG00000272195	1.2137768434	1.0578855433	1.9571428606	0.5405254591	0.5888347083	NA
RN7SL803P	ENSG00000272196	0.052299066	1.217941018	2.0481439432	0.5946559674	0.5520734607	NA
RP11-157F20.3	ENSG00000272197	0	0	0	0	1	NA
AC004775.5	ENSG00000272202	0.4645697802	0.6665630978	2.0165570574	0.3305451216	0.7409881046	NA
RP3-500L14.2	ENSG00000272205	0.3272245569	-0.3815123226	2.0194375456	-0.1889200899	0.8501554476	NA
RP11-347P5.1	ENSG00000272209	0	0	0	0	1	NA
U7	ENSG00000272211	0.9575426542	1.2497877048	1.8164162719	0.6880513702	0.4914204325	NA
RP11-11N5.3	ENSG00000272217	0.2474315006	-1.4174928279	2.0272361763	-0.6992243156	0.484411857	NA
RP11-927P21.9	ENSG00000272219	0.3275531622	-2.051160505	2.0286261647	-1.0111081779	0.3119646567	NA
RP11-554D15.3	ENSG00000272240	0.0186099591	-0.0638849601	2.0579015289	-0.0310437401	0.9752346569	NA
RP3-406P24.4	ENSG00000272247	0	0	0	0	1	NA
KB-1958F4.2	ENSG00000272248	0	0	0	0	1	NA
RNA5SP386	ENSG00000272250	0.0279149387	-0.3114616183	2.0530784385	-0.1517046852	0.8794198617	NA
CTD-3224K15.3	ENSG00000272254	0.5056934164	3.6771502283	2.0365832697	1.805548677	0.0709888656	NA
LINC01749	ENSG00000272256	0.1704228159	-1.5961092933	2.0335379464	-0.7848928003	0.4325164237	NA
RP11-92K15.3	ENSG00000272263	0	0	0	0	1	NA
CTD-2287O16.4	ENSG00000272264	0.0380858369	1.7861128677	2.0545713582	0.8693360104	0.3846633719	NA
RP11-500C11.3	ENSG00000272267	0	0	0	0	1	NA
XXbac-BPG252P9.10	ENSG00000272269	0.77461829	0.5023035966	2.0130682877	0.2495213897	0.8029574975	NA
RP1-40E16.12	ENSG00000272275	0.4964584065	-1.5420976875	2.020227509	-0.7633287244	0.4452673755	NA
RP11-157J24.2	ENSG00000272277	0.0970143878	-1.1862231901	2.0383845622	-0.5819427855	0.5606052199	NA
RP11-91J19.3	ENSG00000272288	0.300737256	-1.9927084947	2.0292447909	-0.9819951263	0.3261022493	NA
RP11-231G3.1	ENSG00000272305	0.0235949607	-0.2151965624	2.0549520645	-0.1047209646	0.9165972261	NA
IFNL4P1	ENSG00000272308	0.0534913695	-0.7315114736	2.0452765337	-0.3576589579	0.7205985508	NA
AL022345.7	ENSG00000272316	0.7834755648	-1.6687105132	2.0024728907	-0.8333248959	0.4046615192	NA
KB-1517D11.4	ENSG00000272320	0	0	0	0	1	NA
KMT2B	ENSG00000272330	1.0144041846	-2.3484814195	1.4843319071	-1.5821807833	0.113608306	NA
RNU6-90P	ENSG00000272335	0.1605884551	-1.042587981	2.030117715	-0.5135603582	0.6075594011	NA
RP1-151F17.2	ENSG00000272338	0	0	0	0	1	NA
SNORD114-21	ENSG00000272343	0.0685202791	-0.9452451506	2.0417481919	-0.4629587304	0.643393949	NA
RP11-927P21.11	ENSG00000272345	0.2313691501	1.5871113321	2.0257958232	0.7834507871	0.4333624423	NA
RNA5SP506	ENSG00000272347	0.1292765787	2.6492297484	2.0462309283	1.2946875701	0.1954280296	NA
RP11-307L14.2	ENSG00000272351	0.0078649869	0.281147267	2.0628993629	0.136287437	0.891594055	NA
RP4-781K5.9	ENSG00000272361	0.0338272002	-0.4462728488	2.0505554439	-0.2176351048	0.8277134304	NA
RP4-605O3.4	ENSG00000272367	0.3810553074	-2.1527514483	2.0276064766	-1.0617205425	0.2883625707	NA
RP11-307L14.1	ENSG00000272369	0.1301807925	-1.3912951608	2.0358660387	-0.6833922932	0.4943589886	NA
RP11-25O10.2	ENSG00000272370	0.0219590901	-0.1742780214	2.0557881593	-0.0847743094	0.9324408182	NA
CTD-2035E11.4	ENSG00000272381	0.7319682106	-0.4359946441	1.4655886336	-0.2974877357	0.7660941699	NA
RP11-556O9.4	ENSG00000272382	0.0134244678	0.2228033919	2.0621163413	0.1080459853	0.9139592147	NA
RP11-666A8.12	ENSG00000272384	0.0709500511	2.1987479307	2.0508621713	1.0721090678	0.2836710465	NA
AL022345.11	ENSG00000272386	0.0101075903	1.0961827156	2.0608613577	0.5319051238	0.5947917084	NA
POM121C	ENSG00000272389	0.0629198953	-0.876761359	2.0428187442	-0.4291919494	0.6677835413	NA
RP11-284F21.10	ENSG00000272402	0	0	0	0	1	NA
FAM47E-STBD1	ENSG00000272412	0.0352779592	-0.4721198913	2.0500631892	-0.2302952874	0.8178623223	NA
RP4-740C4.7	ENSG00000272419	0.2461061192	-0.910834916	1.956933144	-0.4654399762	0.6416164119	NA
RP11-363E6.4	ENSG00000272420	0.1108847857	-1.2852209545	2.0371672688	-0.6308863166	0.5281148594	NA
RP11-108M9.6	ENSG00000272425	0	0	0	0	1	NA
RP11-38L15.8	ENSG00000272428	0	0	0	0	1	NA
RP3-465N24.6	ENSG00000272431	0	0	0	0	1	NA
RP13-131K19.6	ENSG00000272432	0	0	0	0	1	NA
RNA5SP357	ENSG00000272434	0.1337284238	-1.4075795312	2.0356682225	-0.6914582227	0.4892776261	NA
RP11-379F4.6	ENSG00000272439	0.1401170506	-1.4535678155	2.0351218501	-0.7142411721	0.4750780619	NA
RP11-444E17.6	ENSG00000272440	0.1698327997	-1.6489168876	2.0100636622	-0.8203306784	0.412027622	NA
OR13Z2P	ENSG00000272442	0.0215853325	1.4523415898	2.0576070752	0.705840103	0.4802875797	NA
RP11-1017G21.6	ENSG00000272443	0	0	0	0	1	NA
RNU6-84P	ENSG00000272444	0.0488908991	-0.3006335773	1.9940907553	-0.1507622341	0.8801632785	NA
RP4-758J18.13	ENSG00000272449	0	0	0	0	1	NA
SNORD115-40	ENSG00000272459	0.2360937483	0.5133544526	2.0216806952	0.2539245954	0.799553813	NA
U91328.19	ENSG00000272461	0	0	0	0	1	NA
RN7SL760P	ENSG00000272468	0.055363449	-0.7539719105	2.0448790934	-0.3687122202	0.7123422392	NA
AC006273.4	ENSG00000272472	0	0	0	0	1	NA
RP1-191J18.66	ENSG00000272474	0.0515642807	-0.7316473938	2.0452741127	-0.357725837	0.7205484958	NA
RP11-169K17.3	ENSG00000272482	0.104253872	-1.2296456056	2.0378396723	-0.6034064516	0.5462383314	NA
RP11-284J1.1	ENSG00000272483	0.5225654084	-2.3686709451	2.0254037889	-1.1694808503	0.2422099522	NA
RP11-182L21.5	ENSG00000272486	0	0	0	0	1	NA
RP5-1024N4.4	ENSG00000272489	1.3645940299	-0.7590697849	2.0111174831	-0.3774368187	0.7058490093	NA
XXbac-BPG299F13.17	ENSG00000272498	0.1022448298	-1.2280506277	2.0378593796	-0.6026179431	0.546762881	NA
RP11-981G7.6	ENSG00000272502	0.1750615178	-1.6168145808	2.0333209311	-0.7951595619	0.4265206912	NA
RP4-535B20.4	ENSG00000272505	0.6145643503	3.2491750496	2.0406414955	1.5922321764	0.1113325459	NA
RP11-347C18.5	ENSG00000272508	0	0	0	0	1	NA
RP4-680D5.8	ENSG00000272509	0	0	0	0	1	NA
CFAP206	ENSG00000272512	0	0	0	0	1	NA
RP11-29P20.1	ENSG00000272514	0.0176389796	-0.0407924921	2.0582622745	-0.019818899	0.9841878416	NA
RP11-105N14.2	ENSG00000272518	0.3312941162	-2.0590507237	2.0285444745	-1.0150384917	0.3100874795	NA
RP11-79P5.9	ENSG00000272524	0.1371830713	0.7185500494	2.0286181567	0.3542066539	0.7231840173	NA
RP11-415F23.4	ENSG00000272525	0	0	0	0	1	NA
SNORA28	ENSG00000272529	0.0978089312	-1.1799700671	2.0384644806	-0.578852405	0.5626887673	NA
RN7SL840P	ENSG00000272533	0.9250021605	-2.6280031394	1.8525289483	-1.4186030085	0.1560147883	NA
RP11-255P5.2	ENSG00000272541	0	0	0	0	1	NA
RP11-480C16.1	ENSG00000272562	0.5497063491	4.3630582077	1.819567326	2.3978547787	0.016491402	NA
OR5BL1P	ENSG00000272568	0.0078649869	0.281147267	2.0628993629	0.136287437	0.891594055	NA
MUSTN1	ENSG00000272572	0.0740386381	1.5156719386	2.044584441	0.7413105119	0.4585051895	NA
LINC02098	ENSG00000272574	0	0	0	0	1	NA
RP11-101E13.5	ENSG00000272578	0.9067476236	-1.1181642869	1.7607586431	-0.6350468824	0.5253978388	NA
RP11-446H18.6	ENSG00000272595	0.0129536857	0.2228033919	2.0621163413	0.1080459853	0.9139592147	NA
AC007308.7	ENSG00000272599	0.0651348569	-0.8946368424	2.0425340639	-0.4380033891	0.6613838266	NA
RP11-554J4.1	ENSG00000272604	0.1415697644	-1.4636970489	2.0350039116	-0.7192600666	0.4719806958	NA
MAGI1-IT1	ENSG00000272609	0.0505379515	1.9648178788	2.0528872085	0.9570997718	0.3385168988	NA
COG8	ENSG00000272610	0	0	0	0	1	NA
RP11-737O24.5	ENSG00000272622	0.023650017	1.4778686617	2.0573755956	0.718327108	0.4725556195	NA
RP11-468N14.13	ENSG00000272625	0.2430198349	-1.3598267822	2.011128215	-0.6761512131	0.498944644	NA
GS1-114I9.1	ENSG00000272636	0.0402569777	0.8299683187	2.049418606	0.4049774488	0.6854940875	NA
GTF2IP20	ENSG00000272644	0	0	0	0	1	NA
RP11-422P24.11	ENSG00000272650	0.1095823801	-0.8401196076	2.03441631	-0.4129536337	0.6796405847	NA
POLR2J4	ENSG00000272654	0.0134244678	0.2228033919	2.0621163413	0.1080459853	0.9139592147	NA
AP000320.7	ENSG00000272656	0	0	0	0	1	NA
RP4-548D19.3	ENSG00000272660	0.0169136001	-0.0229329085	2.0585439293	-0.0111403542	0.9911114673	NA
RP11-191L17.1	ENSG00000272662	0.0082146022	1.0318113684	2.061509363	0.5005125792	0.616714201	NA
OR51C4P	ENSG00000272663	0	0	0	0	1	NA
RP11-302M6.5	ENSG00000272669	0.0399772371	-0.5479975539	2.0486085227	-0.267497449	0.789086178	NA
RP11-797D24.4	ENSG00000272677	0.7766634552	-1.2087537633	1.9512993031	-0.6194609722	0.5356127249	NA
OR9I3P	ENSG00000272682	0.0709500511	2.1987479307	2.0508621713	1.0721090678	0.2836710465	NA
RP11-290M5.4	ENSG00000272690	1.0026565479	1.8262495143	1.7512836141	1.0428062592	0.2970380319	NA
RP11-399K21.14	ENSG00000272691	0.0465248978	-0.6560742107	2.0466205523	-0.3205646547	0.7485403265	NA
RP1-63G5.8	ENSG00000272693	1.2077935228	-1.6135562383	1.8166001272	-0.8882286278	0.3744177825	NA
RP11-145M9.5	ENSG00000272696	0.0422840002	-0.5962202996	2.0477022477	-0.2911655248	0.7709247281	NA
MESTIT1	ENSG00000272699	0.0404303612	1.8132920192	2.0543014461	0.8826805933	0.3774088704	NA
RP11-44N22.3	ENSG00000272701	0.1117226081	-1.2907465337	2.0371019156	-0.633619027	0.5263294805	NA
RP11-78A19.4	ENSG00000272702	0.0093049796	0.2341343305	2.0622734608	0.1135321454	0.9096086795	NA
RP11-534C12.1	ENSG00000272703	0	0	0	0	1	NA
CTD-2026G6.3	ENSG00000272707	0.1313986738	2.6641379814	2.0460777019	1.3020707762	0.1928921921	NA
RP1-276J11.3	ENSG00000272711	0.1713819249	-1.2684386954	1.9559310116	-0.6485089136	0.5166558476	NA
RP11-387A1.5	ENSG00000272727	0	0	0	0	1	NA
KB-208E9.1	ENSG00000272732	0.0801149195	-1.0470809328	2.0402532666	-0.5132112517	0.6078035561	NA
ADIRF-AS1	ENSG00000272733	0.0235949607	-0.2151965624	2.0549520645	-0.1047209646	0.9165972261	NA
RP11-467P9.1	ENSG00000272734	0.5581195469	-2.4127640747	2.0249908836	-1.191493796	0.2334597907	NA
STAG3L5P-PVRIG2P-PILRB	ENSG00000272750	0.7803997251	-1.1906886645	2.0117808091	-0.5918580489	0.5539456477	NA
AL133245.2	ENSG00000272752	0.0186099591	-0.0638849601	2.0579015289	-0.0310437401	0.9752346569	NA
RP11-299J3.8	ENSG00000272755	0	0	0	0	1	NA
RP11-5C23.1	ENSG00000272758	0.6376614676	-0.8415799409	1.8925299011	-0.4446851489	0.6565473032	NA
RP11-155D18.12	ENSG00000272760	0	0	0	0	1	NA
RP11-318E3.9	ENSG00000272763	0	0	0	0	1	NA
JMJD1C-AS1	ENSG00000272764	0.275009497	-1.9322166788	2.0299108654	-0.9518726717	0.3411615607	NA
RP11-725P16.2	ENSG00000272768	0.0174172697	-0.0353835025	2.0583472332	-0.0171902495	0.9862848408	NA
RP11-74E22.5	ENSG00000272769	0.0354750255	1.7188605323	2.055261527	0.8363220494	0.402973752	NA
LL22NC03-80A10.6	ENSG00000272777	0.0943798429	-1.1695354325	2.0385986661	-0.5736957705	0.5661736909	NA
RP11-674N23.4	ENSG00000272787	0.1790055874	-1.6321966066	2.0331617574	-0.802787383	0.4220976359	NA
RP11-602N24.3	ENSG00000272791	0	0	0	0	1	NA
RP11-368I23.3	ENSG00000272795	0.0118250085	1.149172673	2.0603282944	0.5577619237	0.5770069664	NA
RP11-438L19.1	ENSG00000272799	0.1739754763	0.5127965053	2.0250137919	0.2532311174	0.8000896218	NA
RP1-170O19.23	ENSG00000272800	0.0088194898	0.2497490493	2.0624917369	0.1210909333	0.9036190105	NA
RP11-66B24.7	ENSG00000272807	0.0547314529	-0.7710221687	2.0445817398	-0.377105084	0.7060955132	NA
RP5-855D21.3	ENSG00000272810	0	0	0	0	1	NA
RP11-792A8.4	ENSG00000272829	0	0	0	0	1	NA
RP11-91K8.5	ENSG00000272831	0	0	0	0	1	NA
RP3-428L16.2	ENSG00000272840	0.0328999403	-0.4289403968	2.0508907492	-0.2091483405	0.8343324388	NA
RP11-513M16.7	ENSG00000272841	0.1840264777	-0.9450304078	2.0213009193	-0.4675357335	0.6401166326	NA
RP11-313P13.5	ENSG00000272842	0.1693076226	-1.308918776	2.0313363975	-0.6443633746	0.5193398287	NA
RP11-484K9.4	ENSG00000272843	0.1729808562	0.3095561413	2.0248536101	0.152878282	0.878494263	NA
RP11-801F7.1	ENSG00000272849	0.1648052143	-0.6705179607	2.0246654623	-0.3311746919	0.7405125356	NA
RP4-593H12.1	ENSG00000272853	0.2015554212	-1.7184519702	2.0322554023	-0.8455885851	0.3977822956	NA
RP5-1102E8.3	ENSG00000272854	0.0235949607	-0.2151965624	2.0549520645	-0.1047209646	0.9165972261	NA
RP11-814H16.2	ENSG00000272861	0.0354750255	1.7188605323	2.055261527	0.8363220494	0.402973752	NA
RP11-798M19.6	ENSG00000272869	0.0164292045	1.3116840926	2.0588104279	0.6371077564	0.5240546566	NA
RP11-408A13.4	ENSG00000272870	0.0093049796	0.2341343305	2.0622734608	0.1135321454	0.9096086795	NA
RP11-33M22.2	ENSG00000272874	0.1235759325	0.2057410028	1.8259454857	0.1126764213	0.9102870953	NA
DCP1A	ENSG00000272885	0.0359528012	0.9574434617	2.0521906229	0.4665470405	0.6408239847	NA
RP5-1159O4.1	ENSG00000272892	0.1203831564	-0.8486822503	1.9624412099	-0.4324625094	0.6654052947	NA
RP11-98C1.2	ENSG00000272894	0	0	0	0	1	NA
RP11-121A8.1	ENSG00000272906	0.6621951897	-0.1013981903	2.0142930052	-0.0503393449	0.9598519708	NA
RP11-724N1.1	ENSG00000272911	0.0558298773	-0.7841981694	2.0443544909	-0.3835920692	0.701280819	NA
RP11-440D17.3	ENSG00000272912	0.0315309672	-0.4029400202	2.051378395	-0.1964240343	0.844278286	NA
RP11-330O11.3	ENSG00000272913	0.1066290428	-1.2559658382	2.0375177858	-0.6164195704	0.5376176402	NA
hsa-mir-1253	ENSG00000272918	0.7936715613	-2.8503282111	1.9727655327	-1.4448388133	0.1485031661	NA
RP11-47A8.5	ENSG00000272931	0.0157299738	0.0074412811	2.0590289788	0.0036139759	0.9971164707	NA
CTA-246H3.12	ENSG00000272941	0.0629198953	-0.876761359	2.0428187442	-0.4291919494	0.6677835413	NA
AP001412.1	ENSG00000272945	0	0	0	0	1	NA
RP11-514P8.8	ENSG00000272948	0	0	0	0	1	NA
RP11-307C18.1	ENSG00000272949	0.0733907332	-0.5858860894	2.0392316588	-0.2873072742	0.7738770533	NA
KB-1440D3.13	ENSG00000272953	0.5788356243	3.709463672	2.0361522133	1.8218007709	0.0684852207	NA
CMP21-97G8.2	ENSG00000272954	0	0	0	0	1	NA
RP11-190C22.9	ENSG00000272966	0.0118250085	1.149172673	2.0603282944	0.5577619237	0.5770069664	NA
RP11-329B9.4	ENSG00000272969	0	0	0	0	1	NA
MYHAS	ENSG00000272973	1.0952239683	4.1006414999	2.0295860062	2.020432486	0.0433385466	NA
RP11-517H2.6	ENSG00000272979	0	0	0	0	1	NA
CTD-2234N14.2	ENSG00000272980	0	0	0	0	1	NA
OR5AL1	ENSG00000272986	0.0651348569	-0.8946368424	2.0425340639	-0.4380033891	0.6613838266	NA
RP11-305K5.1	ENSG00000272989	0.0669661159	0.056275084	2.0396178849	0.0275909936	0.977988365	NA
AF129408.17	ENSG00000272990	1.1847346321	-2.9220909982	2.018092662	-1.4479468922	0.1476319038	NA
RP11-118K6.3	ENSG00000273000	0.8396343144	3.90554819	2.0328744539	1.9211949772	0.0547071312	NA
ARL2-SNX15	ENSG00000273002	0	0	0	0	1	NA
RP11-314C9.2	ENSG00000273004	0.0235949607	-0.2151965624	2.0549520645	-0.1047209646	0.9165972261	NA
RP11-351D16.3	ENSG00000273007	0	0	0	0	1	NA
RP11-352G9.1	ENSG00000273008	0	0	0	0	1	NA
RP11-96K19.5	ENSG00000273009	0.0591250425	2.0676869902	2.0520019322	1.0076437832	0.3136255019	NA
RP11-728K20.3	ENSG00000273010	0.1674896319	-1.5817408557	2.0336904277	-0.777768747	0.4367053555	NA
RP11-90B22.1	ENSG00000273011	0.0711289326	-0.9438784466	2.0417690273	-0.4622846336	0.6438772177	NA
RP11-225B17.2	ENSG00000273013	0	0	0	0	1	NA
RP11-352M15.2	ENSG00000273014	0.3004818811	-1.9907828484	2.0292655831	-0.981036127	0.3265749264	NA
CTD-2303H24.2	ENSG00000273017	0	0	0	0	1	NA
RP11-449G16.1	ENSG00000273033	0.8922337864	-2.391570691	2.0195978735	-1.1841816247	0.2363411744	NA
RP11-479G22.8	ENSG00000273036	0	0	0	0	1	NA
ATF4P2	ENSG00000273038	0	0	0	0	1	NA
RP11-385F5.5	ENSG00000273056	0.6137179599	-2.4821147393	2.0243660616	-1.2261195178	0.220153702	NA
XXyac-YX155B6.7	ENSG00000273058	0.1085606856	-1.2581286303	2.0374916186	-0.6174889844	0.5369122448	NA
RP11-428K3.1	ENSG00000273061	0.0723737904	-0.9584810003	2.0415474657	-0.4694874924	0.638721223	NA
RP11-334G22.1	ENSG00000273062	0.0733339852	2.2371643839	2.0505060912	1.0910303527	0.275259527	NA
RP11-474G23.3	ENSG00000273063	0	0	0	0	1	NA
RP11-216L13.19	ENSG00000273064	0.0705559184	-0.9545058267	2.041607544	-0.4675265966	0.640123168	NA
RP5-1186P10.2	ENSG00000273068	0	0	0	0	1	NA
RP3-508I15.22	ENSG00000273073	1.1195769808	2.0148235144	1.8138238965	1.1108153985	0.266647817	NA
RP11-130C6.1	ENSG00000273076	0.0410730111	1.8328911832	2.0541099598	0.8923043163	0.3722298414	NA
RP11-301O19.1	ENSG00000273079	0.5427161379	3.2500184588	2.0296104556	1.6013015945	0.109310136	NA
LL22NC03-32F9.1	ENSG00000273080	0.5499012177	-2.112558276	2.0229370674	-1.0443025193	0.2963454477	NA
OR52E1	ENSG00000273084	0	0	0	0	1	NA
RP11-488L1.1	ENSG00000273096	0.2883444209	-1.9639768873	2.029557807	-0.9676870895	0.3332006678	NA
CMP21-97G8.1	ENSG00000273102	0	0	0	0	1	NA
RP11-350G8.9	ENSG00000273108	0.0267456848	-0.2517401977	2.054225602	-0.122547493	0.9024654354	NA
RP11-25K21.6	ENSG00000273111	0.0235949607	-0.2151965624	2.0549520645	-0.1047209646	0.9165972261	NA
RP11-350J20.12	ENSG00000273129	0.0338272002	-0.4462728488	2.0505554439	-0.2176351048	0.8277134304	NA
NBPF26	ENSG00000273133	0.0264584694	-0.2804847628	2.0536673316	-0.1365775063	0.8913647573	NA
GS1-293C5.1	ENSG00000273137	0.0154821543	0.6489847183	2.0589224736	0.3152060005	0.7526052498	NA
RP5-1068E13.7	ENSG00000273145	0.0314599476	-0.4015420771	2.0514045085	-0.1957400773	0.844813614	NA
RP11-290D2.6	ENSG00000273148	0.0143280951	0.2228033919	2.0621163413	0.1080459853	0.9139592147	NA
RP11-406H21.2	ENSG00000273151	0.1889108825	-0.5874159527	2.025990029	-0.2899401993	0.7718619873	NA
RP11-38C17.1	ENSG00000273154	0.1571260744	-1.5353091359	2.0341939385	-0.7547506198	0.4503986277	NA
RP11-104L21.3	ENSG00000273156	0.2166467914	-1.0348856352	2.0265576919	-0.510661818	0.6095878811	NA
RP11-1057B6.1	ENSG00000273164	0.0352928916	-0.4723811153	2.0500582612	-0.2304232637	0.8177628857	NA
CTB-96E2.2	ENSG00000273167	0.0491595502	-0.6889838436	2.0460455527	-0.3367392494	0.7363134728	NA
